"Path","LineNumber","Line"
"C:\BoB_General\과제와실습\userland\interface\vmcs_host\vc_vchi_tvservice.c","261","   memcpy(&tvservice_client.hdmi_options, &hdmi_default_display_options, sizeof(HDMI_DISPLAY_OPTIONS_T));"
"C:\BoB_General\과제와실습\userland\interface\vmcs_host\vc_vchi_tvservice.c","1354","         memcpy(supported_modes, cache->modes, modes_copied*sizeof(TV_SUPPORTED_MODE_NEW_T));"
"C:\BoB_General\과제와실습\userland\interface\vmcs_host\vc_vchi_tvservice.c","1546","   memcpy(param.key, key, HDCP_KEY_BLOCK_SIZE);"
"C:\BoB_General\과제와실습\userland\interface\vmcs_host\vc_vchi_tvservice.c","1611","   memcpy(param.manufacturer, manufacturer, TV_SPD_NAME_LEN);"
"C:\BoB_General\과제와실습\userland\interface\vmcs_host\vc_vchi_tvservice.c","1612","   memcpy(param.description, description, TV_SPD_DESC_LEN);"
"C:\BoB_General\과제와실습\userland\interface\vmcs_host\vc_vchi_tvservice.c","1758","      memcpy(&_property, property, sizeof(_property));"
"C:\BoB_General\과제와실습\userland\interface\vmcs_host\vc_vchi_tvservice.c","1831","   TV_SUPPORTED_MODE_NEW_T *supported_modes_new = malloc(max_supported_modes * sizeof *supported_modes_new);"
"C:\BoB_General\과제와실습\userland\interface\vmcs_host\vc_vchi_tvservice.c","1848","   free(supported_modes_new);"
"C:\BoB_General\과제와실습\userland\interface\vmcs_host\vc_vchi_tvservice.c","1877","         memcpy(id, &param, sizeof(TV_DEVICE_ID_T));"
"C:\BoB_General\과제와실습\userland\opensrc\helpers\libfdt\fdt.c","289","	memmove(buf, fdt, fdt_totalsize(fdt));"
"C:\BoB_General\과제와실습\userland\opensrc\helpers\libfdt\fdt_overlay.c","265","			memcpy(&adj_val, tree_val + poffset, sizeof(adj_val));"
"C:\BoB_General\과제와실습\userland\opensrc\helpers\libfdt\fdt_overlay.c","816","				memcpy(buf, target_path, len + 1);"
"C:\BoB_General\과제와실습\userland\opensrc\helpers\libfdt\fdt_overlay.c","822","		memcpy(buf + len + 1, rel_path, rel_path_len);"
"C:\BoB_General\과제와실습\userland\opensrc\helpers\libfdt\fdt_ro.c","548","				memcpy(buf + p, name, namelen);"
"C:\BoB_General\과제와실습\userland\opensrc\helpers\libfdt\fdt_rw.c","63","	memmove(p + newlen, p + oldlen, end - p - oldlen);"
"C:\BoB_General\과제와실습\userland\opensrc\helpers\libfdt\fdt_rw.c","137","	memcpy(new, s, len);"
"C:\BoB_General\과제와실습\userland\opensrc\helpers\libfdt\fdt_rw.c","239","	memcpy(namep, name, newlen+1);"
"C:\BoB_General\과제와실습\userland\opensrc\helpers\libfdt\fdt_rw.c","275","		memcpy(prop_data, val, len);"
"C:\BoB_General\과제와실습\userland\opensrc\helpers\libfdt\fdt_rw.c","296","		memcpy(prop->data + oldlen, val, len);"
"C:\BoB_General\과제와실습\userland\opensrc\helpers\libfdt\fdt_rw.c","301","		memcpy(prop->data, val, len);"
"C:\BoB_General\과제와실습\userland\opensrc\helpers\libfdt\fdt_rw.c","355","	memcpy(nh->name, name, namelen);"
"C:\BoB_General\과제와실습\userland\opensrc\helpers\libfdt\fdt_rw.c","390","	memmove(new + mem_rsv_off, old + fdt_off_mem_rsvmap(old), mem_rsv_size);"
"C:\BoB_General\과제와실습\userland\opensrc\helpers\libfdt\fdt_rw.c","393","	memmove(new + struct_off, old + fdt_off_dt_struct(old), struct_size);"
"C:\BoB_General\과제와실습\userland\opensrc\helpers\libfdt\fdt_rw.c","397","	memmove(new + strings_off, old + fdt_off_dt_strings(old),"
"C:\BoB_General\과제와실습\userland\opensrc\helpers\libfdt\fdt_rw.c","456","	memmove(buf, tmp, newsize);"
"C:\BoB_General\과제와실습\userland\opensrc\helpers\libfdt\fdt_sw.c","166","		memmove(buf, fdt, headsize);"
"C:\BoB_General\과제와실습\userland\opensrc\helpers\libfdt\fdt_sw.c","167","		memmove(newtail, oldtail, tailsize);"
"C:\BoB_General\과제와실습\userland\opensrc\helpers\libfdt\fdt_sw.c","169","		memmove(newtail, oldtail, tailsize);"
"C:\BoB_General\과제와실습\userland\opensrc\helpers\libfdt\fdt_sw.c","170","		memmove(buf, fdt, headsize);"
"C:\BoB_General\과제와실습\userland\opensrc\helpers\libfdt\fdt_sw.c","224","	memcpy(nh->name, name, namelen);"
"C:\BoB_General\과제와실습\userland\opensrc\helpers\libfdt\fdt_sw.c","254","	memcpy(strtab + offset, s, len);"
"C:\BoB_General\과제와실습\userland\opensrc\helpers\libfdt\fdt_sw.c","325","	memcpy(ptr, val, len);"
"C:\BoB_General\과제와실습\userland\opensrc\helpers\libfdt\fdt_sw.c","348","	memmove(p + newstroffset, p + oldstroffset, fdt_size_dt_strings(fdt));"
"C:\BoB_General\과제와실습\userland\opensrc\helpers\libfdt\fdt_wip.c","29","	memcpy((char *)propval + idx, val, len);"
"C:\BoB_General\과제와실습\userland\vcfw\rtos\rtos.h","458"," * This should normally be used only in malloc() wrappers to avoid the"
"C:\BoB_General\과제와실습\userland\vcfw\rtos\rtos.h","473","#define rtos_malloc_priority(size, align, priority, description)   malloc(size)"
"C:\BoB_General\과제와실습\userland\vcfw\rtos\rtos.h","474","#define rtos_calloc_priority(size, align, priority, description)   calloc(1,size)"
"C:\BoB_General\과제와실습\userland\vcfw\rtos\rtos.h","475","#define rtos_realloc_256bit(ret, size)   realloc(ret,size)"
"C:\BoB_General\과제와실습\userland\vcfw\rtos\rtos.h","491","#define rtos_priorityfree( buffer ) free(buffer)"
"C:\BoB_General\과제와실습\userland\vcfw\rtos\rtos.h","493","#define rtos_free_256bit( ret ) free(ret)"
"C:\BoB_General\과제와실습\userland\vcfw\rtos\rtos.h","507","#define rtos_calloc(a, b) calloc( a, b )"
"C:\BoB_General\과제와실습\userland\vcfw\rtos\rtos.h","508","#define rtos_malloc(size) malloc( size )"
"C:\BoB_General\과제와실습\userland\vcfw\vclib\vclib.h","212","#   include <stdlib.h> // For malloc() et al."
